{'date': '2017-06-22 21:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2017-07-20 16:00', 'home': 'changnin', 'ch2o': 0.0208, 'temperature': '30.90', 'humidity': '52.70'}
{'date': '2017-07-20 16:30', 'home': 'changnin', 'ch2o': 0.0259, 'temperature': '31.00', 'humidity': '52.20'}
{'date': '2017-07-20 17:00', 'home': 'changnin', 'ch2o': 0.025, 'temperature': '31.00', 'humidity': '51.40'}
{'date': '2017-07-20 17:30', 'home': 'changnin', 'ch2o': 0.041, 'temperature': '31.00', 'humidity': '51.30'}
{'date': '2017-07-20 18:00', 'home': 'changnin', 'ch2o': 0.0234, 'temperature': '31.00', 'humidity': '51.40'}
{'date': '2017-07-20 18:30', 'home': 'changnin', 'ch2o': 0.0237, 'temperature': '31.10', 'humidity': '52.00'}
{'date': '2017-07-20 19:00', 'home': 'changnin', 'ch2o': 0.023, 'temperature': '31.20', 'humidity': '51.50'}
{'date': '2017-07-20 19:30', 'home': 'changnin', 'ch2o': 0.0131, 'temperature': '30.20', 'humidity': '29.90'}
{'date': '2017-07-20 20:00', 'home': 'changnin', 'ch2o': 0.0174, 'temperature': '30.20', 'humidity': '29.90'}
{'date': '2017-07-20 20:30', 'home': 'changnin', 'ch2o': 0.0331, 'temperature': '29.60', 'humidity': '33.80'}
{'date': '2017-07-20 21:00', 'home': 'changnin', 'ch2o': 0.0406, 'temperature': '29.60', 'humidity': '33.90'}
{'date': '2017-07-20 21:30', 'home': 'changnin', 'ch2o': 0.0354, 'temperature': '29.80', 'humidity': '41.20'}
{'date': '2017-07-20 22:00', 'home': 'changnin', 'ch2o': 0.0391, 'temperature': '30.10', 'humidity': '52.80'}
{'date': '2017-07-20 22:30', 'home': 'changnin', 'ch2o': 0.0388, 'temperature': '30.30', 'humidity': '56.00'}
{'date': '2017-07-20 23:00', 'home': 'changnin', 'ch2o': 0.0404, 'temperature': '30.40', 'humidity': '56.40'}
{'date': '2017-07-20 23:30', 'home': 'changnin', 'ch2o': 0.0369, 'temperature': '30.40', 'humidity': '56.40'}
{'date': '2017-07-21 00:00', 'home': 'changnin', 'ch2o': 0.0331, 'temperature': '30.50', 'humidity': '56.90'}
{'date': '2017-07-21 00:30', 'home': 'changnin', 'ch2o': 0.033, 'temperature': '30.50', 'humidity': '58.20'}
{'date': '2017-07-21 01:00', 'home': 'changnin', 'ch2o': 0.0363, 'temperature': '30.60', 'humidity': '58.40'}
{'date': '2017-07-21 01:30', 'home': 'changnin', 'ch2o': 0.0294, 'temperature': '30.60', 'humidity': '58.90'}
{'date': '2017-07-21 02:00', 'home': 'changnin', 'ch2o': 0.0349, 'temperature': '30.60', 'humidity': '58.50'}
{'date': '2017-07-21 02:30', 'home': 'changnin', 'ch2o': 0.0349, 'temperature': '30.60', 'humidity': '58.70'}
{'date': '2017-07-21 03:00', 'home': 'changnin', 'ch2o': 0.0321, 'temperature': '30.50', 'humidity': '57.40'}
{'date': '2017-07-21 03:30', 'home': 'changnin', 'ch2o': 0.0336, 'temperature': '30.50', 'humidity': '57.50'}
{'date': '2017-07-21 04:00', 'home': 'changnin', 'ch2o': 0.0393, 'temperature': '30.60', 'humidity': '56.90'}
{'date': '2017-07-21 04:30', 'home': 'changnin', 'ch2o': 0.0402, 'temperature': '30.40', 'humidity': '48.50'}
{'date': '2017-07-21 05:00', 'home': 'changnin', 'ch2o': 0.0307, 'temperature': '30.50', 'humidity': '53.50'}
{'date': '2017-07-21 05:30', 'home': 'changnin', 'ch2o': 0.0355, 'temperature': '30.50', 'humidity': '56.10'}
{'date': '2017-07-21 06:00', 'home': 'changnin', 'ch2o': 0.039, 'temperature': '30.50', 'humidity': '57.60'}
{'date': '2017-07-21 06:30', 'home': 'changnin', 'ch2o': 0.0376, 'temperature': '30.50', 'humidity': '57.50'}
{'date': '2017-07-21 07:00', 'home': 'changnin', 'ch2o': 0.0195, 'temperature': '30.40', 'humidity': '63.80'}
{'date': '2017-07-21 07:30', 'home': 'changnin', 'ch2o': 0.0192, 'temperature': '30.40', 'humidity': '63.90'}
{'date': '2017-07-21 08:00', 'home': 'changnin', 'ch2o': 0.0164, 'temperature': '30.50', 'humidity': '69.80'}
{'date': '2017-07-21 08:30', 'home': 'changnin', 'ch2o': 0.0164, 'temperature': '30.50', 'humidity': '69.60'}
{'date': '2017-07-21 09:00', 'home': 'changnin', 'ch2o': 0.0183, 'temperature': '30.50', 'humidity': '67.70'}
{'date': '2017-07-21 09:30', 'home': 'changnin', 'ch2o': 0.0171, 'temperature': '30.60', 'humidity': '66.50'}
{'date': '2017-07-21 10:00', 'home': 'changnin', 'ch2o': 0.0085, 'temperature': '30.70', 'humidity': '61.00'}
{'date': '2017-07-21 10:30', 'home': 'changnin', 'ch2o': 0.0195, 'temperature': '30.70', 'humidity': '54.50'}
{'date': '2017-07-21 11:00', 'home': 'changnin', 'ch2o': 0.0234, 'temperature': '30.70', 'humidity': '54.40'}
{'date': '2017-07-21 11:30', 'home': 'changnin', 'ch2o': 0.0221, 'temperature': '30.90', 'humidity': '54.60'}
{'date': '2017-07-21 12:00', 'home': 'changnin', 'ch2o': 0.0159, 'temperature': '30.90', 'humidity': '49.50'}
{'date': '2017-07-21 12:30', 'home': 'changnin', 'ch2o': 0.0226, 'temperature': '31.00', 'humidity': '50.30'}
{'date': '2017-07-21 13:00', 'home': 'changnin', 'ch2o': 0.0221, 'temperature': '31.10', 'humidity': '46.80'}
{'date': '2017-07-21 13:30', 'home': 'changnin', 'ch2o': 0.0137, 'temperature': '31.20', 'humidity': '45.20'}
{'date': '2017-07-21 14:00', 'home': 'changnin', 'ch2o': 0.0226, 'temperature': '31.20', 'humidity': '43.60'}
{'date': '2017-07-21 14:30', 'home': 'changnin', 'ch2o': 0.0144, 'temperature': '31.20', 'humidity': '43.50'}
{'date': '2017-07-21 15:00', 'home': 'changnin', 'ch2o': 0.0188, 'temperature': '31.30', 'humidity': '42.30'}
{'date': '2017-07-21 15:30', 'home': 'changnin', 'ch2o': 0.0237, 'temperature': '31.40', 'humidity': '42.70'}
{'date': '2017-07-21 16:00', 'home': 'changnin', 'ch2o': 0.0148, 'temperature': '31.40', 'humidity': '43.30'}
{'date': '2017-07-21 16:30', 'home': 'changnin', 'ch2o': 0.0297, 'temperature': '31.60', 'humidity': '55.40'}
{'date': '2017-07-21 17:00', 'home': 'changnin', 'ch2o': 0.0237, 'temperature': '31.60', 'humidity': '55.50'}
{'date': '2017-07-21 17:30', 'home': 'changnin', 'ch2o': 0.0308, 'temperature': '31.70', 'humidity': '58.80'}
{'date': '2017-07-21 18:00', 'home': 'changnin', 'ch2o': 0.027, 'temperature': '31.70', 'humidity': '57.60'}
{'date': '2017-07-21 18:30', 'home': 'changnin', 'ch2o': 0.0247, 'temperature': '31.70', 'humidity': '58.80'}
{'date': '2017-07-21 19:00', 'home': 'changnin', 'ch2o': 0.0349, 'temperature': '30.20', 'humidity': '28.80'}
{'date': '2017-07-21 19:30', 'home': 'changnin', 'ch2o': 0.0408, 'temperature': '29.20', 'humidity': '23.30'}
{'date': '2017-07-21 20:00', 'home': 'changnin', 'ch2o': 0.0404, 'temperature': '28.70', 'humidity': '25.00'}
{'date': '2017-07-21 20:30', 'home': 'changnin', 'ch2o': 0.0415, 'temperature': '28.70', 'humidity': '25.00'}
{'date': '2017-07-21 21:00', 'home': 'changnin', 'ch2o': 0.032, 'temperature': '28.40', 'humidity': '26.20'}
{'date': '2017-07-21 21:30', 'home': 'changnin', 'ch2o': 0.0247, 'temperature': '28.00', 'humidity': '25.40'}
{'date': '2017-07-21 22:00', 'home': 'changnin', 'ch2o': 0.0298, 'temperature': '28.90', 'humidity': '54.70'}
{'date': '2017-07-21 22:30', 'home': 'changnin', 'ch2o': 0.0243, 'temperature': '29.30', 'humidity': '49.90'}
{'date': '2017-07-21 23:00', 'home': 'changnin', 'ch2o': 0.0346, 'temperature': '29.30', 'humidity': '50.00'}
{'date': '2017-07-21 23:30', 'home': 'changnin', 'ch2o': 0.0381, 'temperature': '30.00', 'humidity': '61.80'}
{'date': '2017-07-22 00:00', 'home': 'changnin', 'ch2o': 0.0425, 'temperature': '30.00', 'humidity': '62.10'}
{'date': '2017-07-22 00:30', 'home': 'changnin', 'ch2o': 0.0392, 'temperature': '30.20', 'humidity': '59.50'}
{'date': '2017-07-22 01:00', 'home': 'changnin', 'ch2o': 0.0339, 'temperature': '30.30', 'humidity': '56.00'}
{'date': '2017-07-22 01:30', 'home': 'changnin', 'ch2o': 0.0307, 'temperature': '30.30', 'humidity': '53.00'}
{'date': '2017-07-22 02:00', 'home': 'changnin', 'ch2o': 0.0275, 'temperature': '30.30', 'humidity': '51.00'}
{'date': '2017-07-22 02:30', 'home': 'changnin', 'ch2o': 0.0303, 'temperature': '30.30', 'humidity': '48.90'}
{'date': '2017-07-22 03:00', 'home': 'changnin', 'ch2o': 0.0275, 'temperature': '30.30', 'humidity': '48.70'}
{'date': '2017-07-22 03:30', 'home': 'changnin', 'ch2o': 0.029, 'temperature': '30.40', 'humidity': '48.70'}
{'date': '2017-07-22 04:00', 'home': 'changnin', 'ch2o': 0.0306, 'temperature': '30.40', 'humidity': '45.60'}
{'date': '2017-07-22 04:30', 'home': 'changnin', 'ch2o': 0.0332, 'temperature': '30.30', 'humidity': '45.30'}
{'date': '2017-07-22 05:00', 'home': 'changnin', 'ch2o': 0.034, 'temperature': '30.50', 'humidity': '52.50'}
{'date': '2017-07-22 05:30', 'home': 'changnin', 'ch2o': 0.0443, 'temperature': '30.50', 'humidity': '55.40'}
{'date': '2017-07-22 06:00', 'home': 'changnin', 'ch2o': 0.0379, 'temperature': '30.50', 'humidity': '57.60'}
{'date': '2017-07-22 06:30', 'home': 'changnin', 'ch2o': 0.0468, 'temperature': '30.60', 'humidity': '59.50'}
{'date': '2017-07-22 07:00', 'home': 'changnin', 'ch2o': 0.0258, 'temperature': '30.40', 'humidity': '50.10'}
{'date': '2017-07-22 07:30', 'home': 'changnin', 'ch2o': 0.0251, 'temperature': '30.20', 'humidity': '41.50'}
{'date': '2017-07-22 08:00', 'home': 'changnin', 'ch2o': 0.0204, 'temperature': '30.20', 'humidity': '41.50'}
{'date': '2017-07-22 08:30', 'home': 'changnin', 'ch2o': 0.018, 'temperature': '30.50', 'humidity': '65.40'}
{'date': '2017-07-22 09:00', 'home': 'changnin', 'ch2o': 0.0217, 'temperature': '30.50', 'humidity': '65.50'}
{'date': '2017-07-22 10:30', 'home': 'changnin', 'ch2o': -1, 'temperature': '29.20', 'humidity': '47.70'}
{'date': '2017-07-22 11:00', 'home': 'changnin', 'ch2o': 0.0265, 'temperature': '28.50', 'humidity': '33.00'}
{'date': '2017-07-22 11:30', 'home': 'changnin', 'ch2o': 0.0607, 'temperature': '27.80', 'humidity': '29.60'}
{'date': '2017-07-22 12:00', 'home': 'changnin', 'ch2o': 0.0423, 'temperature': '27.70', 'humidity': '29.60'}
{'date': '2017-07-22 12:30', 'home': 'changnin', 'ch2o': 0.0379, 'temperature': '27.50', 'humidity': '28.70'}
{'date': '2017-07-22 13:00', 'home': 'changnin', 'ch2o': 0.0441, 'temperature': '27.60', 'humidity': '27.80'}
{'date': '2017-07-22 13:30', 'home': 'changnin', 'ch2o': 0.0389, 'temperature': '27.30', 'humidity': '25.80'}
{'date': '2017-07-22 14:00', 'home': 'changnin', 'ch2o': 0.0417, 'temperature': '27.30', 'humidity': '31.40'}
{'date': '2017-07-22 14:30', 'home': 'changnin', 'ch2o': 0.0258, 'temperature': '27.60', 'humidity': '39.90'}
{'date': '2017-07-22 15:00', 'home': 'changnin', 'ch2o': 0.0268, 'temperature': '28.90', 'humidity': '85.60'}
{'date': '2017-07-22 15:30', 'home': 'changnin', 'ch2o': 0.032, 'temperature': '28.90', 'humidity': '85.60'}
{'date': '2017-07-22 16:00', 'home': 'changnin', 'ch2o': 0.0318, 'temperature': '29.30', 'humidity': '82.00'}
{'date': '2017-07-22 16:30', 'home': 'changnin', 'ch2o': 0.0314, 'temperature': '29.80', 'humidity': '72.40'}
{'date': '2017-07-22 17:00', 'home': 'changnin', 'ch2o': 0.022, 'temperature': '29.80', 'humidity': '72.30'}
{'date': '2017-07-22 17:30', 'home': 'changnin', 'ch2o': 0.0266, 'temperature': '28.70', 'humidity': '28.10'}
{'date': '2017-07-22 18:00', 'home': 'changnin', 'ch2o': 0.0268, 'temperature': '28.70', 'humidity': '28.00'}
{'date': '2017-07-22 18:30', 'home': 'changnin', 'ch2o': 0.0144, 'temperature': '28.20', 'humidity': '28.70'}
{'date': '2017-07-22 19:00', 'home': 'changnin', 'ch2o': 0.0264, 'temperature': '27.60', 'humidity': '37.90'}
{'date': '2017-07-22 19:30', 'home': 'changnin', 'ch2o': 0.0162, 'temperature': '27.70', 'humidity': '48.30'}
{'date': '2017-07-22 20:00', 'home': 'changnin', 'ch2o': 0.0187, 'temperature': '27.70', 'humidity': '48.20'}
{'date': '2017-07-22 20:30', 'home': 'changnin', 'ch2o': 0.0223, 'temperature': '27.50', 'humidity': '37.40'}
{'date': '2017-07-22 21:00', 'home': 'changnin', 'ch2o': 0.0196, 'temperature': '27.20', 'humidity': '31.00'}
{'date': '2017-07-22 21:30', 'home': 'changnin', 'ch2o': 0.018, 'temperature': '26.90', 'humidity': '32.10'}
{'date': '2017-07-22 22:00', 'home': 'changnin', 'ch2o': 0.0249, 'temperature': '26.80', 'humidity': '31.20'}
{'date': '2017-07-22 22:30', 'home': 'changnin', 'ch2o': 0.0341, 'temperature': '26.70', 'humidity': '31.20'}
{'date': '2017-07-22 23:00', 'home': 'changnin', 'ch2o': 0.0362, 'temperature': '28.00', 'humidity': '64.80'}
{'date': '2017-07-22 23:30', 'home': 'changnin', 'ch2o': 0.0387, 'temperature': '28.00', 'humidity': '64.50'}
{'date': '2017-07-23 00:00', 'home': 'changnin', 'ch2o': 0.0377, 'temperature': '28.30', 'humidity': '68.70'}
{'date': '2017-07-23 00:30', 'home': 'changnin', 'ch2o': 0.0431, 'temperature': '28.70', 'humidity': '72.10'}
{'date': '2017-07-23 01:00', 'home': 'changnin', 'ch2o': 0.0463, 'temperature': '28.80', 'humidity': '71.30'}
{'date': '2017-07-23 01:30', 'home': 'changnin', 'ch2o': 0.0467, 'temperature': '29.00', 'humidity': '69.20'}
{'date': '2017-07-23 02:00', 'home': 'changnin', 'ch2o': 0.0495, 'temperature': '29.20', 'humidity': '68.40'}
{'date': '2017-07-23 02:30', 'home': 'changnin', 'ch2o': 0.0549, 'temperature': '29.40', 'humidity': '66.80'}
{'date': '2017-07-23 03:00', 'home': 'changnin', 'ch2o': 0.0543, 'temperature': '29.40', 'humidity': '66.70'}
{'date': '2017-07-23 03:30', 'home': 'changnin', 'ch2o': 0.0556, 'temperature': '29.50', 'humidity': '66.20'}
{'date': '2017-07-23 04:00', 'home': 'changnin', 'ch2o': 0.0544, 'temperature': '29.50', 'humidity': '66.40'}
{'date': '2017-07-23 04:30', 'home': 'changnin', 'ch2o': 0.0552, 'temperature': '29.60', 'humidity': '66.20'}
{'date': '2017-07-23 05:00', 'home': 'changnin', 'ch2o': 0.0523, 'temperature': '29.60', 'humidity': '66.20'}
{'date': '2017-07-23 05:30', 'home': 'changnin', 'ch2o': 0.0532, 'temperature': '29.60', 'humidity': '65.60'}
{'date': '2017-07-23 06:00', 'home': 'changnin', 'ch2o': 0.054, 'temperature': '29.70', 'humidity': '64.00'}
{'date': '2017-07-23 06:30', 'home': 'changnin', 'ch2o': 0.0525, 'temperature': '29.60', 'humidity': '63.90'}
{'date': '2017-07-23 07:00', 'home': 'changnin', 'ch2o': 0.0559, 'temperature': '29.70', 'humidity': '64.00'}
{'date': '2017-07-23 07:30', 'home': 'changnin', 'ch2o': 0.0353, 'temperature': '29.80', 'humidity': '67.10'}
{'date': '2017-07-23 08:00', 'home': 'changnin', 'ch2o': 0.0294, 'temperature': '29.70', 'humidity': '74.10'}
{'date': '2017-07-23 08:30', 'home': 'changnin', 'ch2o': 0.1684, 'temperature': '29.80', 'humidity': '74.10'}
{'date': '2017-07-23 09:00', 'home': 'changnin', 'ch2o': 0.2148, 'temperature': '28.00', 'humidity': '29.70'}
{'date': '2017-07-23 09:30', 'home': 'changnin', 'ch2o': 0.0467, 'temperature': '27.90', 'humidity': '29.50'}
{'date': '2017-07-23 10:00', 'home': 'changnin', 'ch2o': 0.0336, 'temperature': '28.20', 'humidity': '50.70'}
{'date': '2017-07-23 10:30', 'home': 'changnin', 'ch2o': 0.0326, 'temperature': '27.80', 'humidity': '41.50'}
{'date': '2017-07-23 11:00', 'home': 'changnin', 'ch2o': 0.0576, 'temperature': '27.50', 'humidity': '38.70'}
{'date': '2017-07-23 11:30', 'home': 'changnin', 'ch2o': 0.0367, 'temperature': '27.60', 'humidity': '43.70'}
{'date': '2017-07-23 12:00', 'home': 'changnin', 'ch2o': 0.0807, 'temperature': '27.70', 'humidity': '49.20'}
{'date': '2017-07-23 12:30', 'home': 'changnin', 'ch2o': 0.0639, 'temperature': '27.80', 'humidity': '50.70'}
{'date': '2017-07-23 13:00', 'home': 'changnin', 'ch2o': 0.0557, 'temperature': '27.30', 'humidity': '37.80'}
{'date': '2017-07-23 13:30', 'home': 'changnin', 'ch2o': 0.0322, 'temperature': '27.30', 'humidity': '37.70'}
{'date': '2017-07-23 14:00', 'home': 'changnin', 'ch2o': 0.026, 'temperature': '28.40', 'humidity': '83.90'}
{'date': '2017-07-23 14:30', 'home': 'changnin', 'ch2o': 0.018, 'temperature': '28.40', 'humidity': '85.20'}
{'date': '2017-07-23 15:00', 'home': 'changnin', 'ch2o': 0.0259, 'temperature': '29.20', 'humidity': '85.10'}
{'date': '2017-07-23 15:30', 'home': 'changnin', 'ch2o': 0.0168, 'temperature': '29.10', 'humidity': '62.00'}
{'date': '2017-07-23 16:00', 'home': 'changnin', 'ch2o': 0.0104, 'temperature': '29.20', 'humidity': '62.10'}
{'date': '2017-07-23 16:30', 'home': 'changnin', 'ch2o': 0.0143, 'temperature': '29.80', 'humidity': '78.10'}
{'date': '2017-07-23 17:00', 'home': 'changnin', 'ch2o': 0.0202, 'temperature': '30.50', 'humidity': '73.80'}
{'date': '2017-07-23 17:30', 'home': 'changnin', 'ch2o': 0.0203, 'temperature': '30.70', 'humidity': '71.50'}
{'date': '2017-07-23 18:00', 'home': 'changnin', 'ch2o': 0.0221, 'temperature': '30.80', 'humidity': '71.60'}
{'date': '2017-07-23 18:30', 'home': 'changnin', 'ch2o': 0.0259, 'temperature': '29.10', 'humidity': '30.70'}
{'date': '2017-07-23 19:00', 'home': 'changnin', 'ch2o': 0.0409, 'temperature': '28.70', 'humidity': '31.90'}
{'date': '2017-07-23 19:30', 'home': 'changnin', 'ch2o': 0.0367, 'temperature': '28.60', 'humidity': '31.80'}
{'date': '2017-07-23 20:00', 'home': 'changnin', 'ch2o': 0.0305, 'temperature': '28.40', 'humidity': '33.00'}
{'date': '2017-07-23 20:30', 'home': 'changnin', 'ch2o': 0.0246, 'temperature': '28.20', 'humidity': '38.30'}
{'date': '2017-07-23 21:00', 'home': 'changnin', 'ch2o': 0.0271, 'temperature': '28.10', 'humidity': '44.10'}
{'date': '2017-07-23 21:30', 'home': 'changnin', 'ch2o': 0.0308, 'temperature': '27.60', 'humidity': '33.90'}
{'date': '2017-07-23 22:00', 'home': 'changnin', 'ch2o': 0.0354, 'temperature': '27.90', 'humidity': '41.90'}
{'date': '2017-07-23 22:30', 'home': 'changnin', 'ch2o': 0.0277, 'temperature': '28.20', 'humidity': '42.50'}
{'date': '2017-07-23 23:00', 'home': 'changnin', 'ch2o': 0.0238, 'temperature': '28.30', 'humidity': '41.50'}
{'date': '2017-07-23 23:30', 'home': 'changnin', 'ch2o': 0.0303, 'temperature': '28.40', 'humidity': '40.30'}
{'date': '2017-07-24 00:00', 'home': 'changnin', 'ch2o': 0.0375, 'temperature': '28.30', 'humidity': '36.80'}
{'date': '2017-07-24 00:30', 'home': 'changnin', 'ch2o': 0.0434, 'temperature': '28.90', 'humidity': '50.70'}
{'date': '2017-07-24 01:00', 'home': 'changnin', 'ch2o': 0.0426, 'temperature': '28.90', 'humidity': '50.80'}
{'date': '2017-07-24 01:30', 'home': 'changnin', 'ch2o': 0.044, 'temperature': '29.10', 'humidity': '52.00'}
{'date': '2017-07-24 02:00', 'home': 'changnin', 'ch2o': 0.042, 'temperature': '29.20', 'humidity': '52.40'}
{'date': '2017-07-24 02:30', 'home': 'changnin', 'ch2o': 0.041, 'temperature': '29.30', 'humidity': '53.00'}
{'date': '2017-07-24 03:00', 'home': 'changnin', 'ch2o': 0.0432, 'temperature': '29.40', 'humidity': '53.50'}
{'date': '2017-07-24 03:30', 'home': 'changnin', 'ch2o': 0.0423, 'temperature': '29.40', 'humidity': '53.80'}
{'date': '2017-07-24 04:00', 'home': 'changnin', 'ch2o': 0.0396, 'temperature': '29.50', 'humidity': '53.20'}
{'date': '2017-07-24 04:30', 'home': 'changnin', 'ch2o': 0.0373, 'temperature': '29.50', 'humidity': '53.90'}
{'date': '2017-07-24 05:00', 'home': 'changnin', 'ch2o': 0.0374, 'temperature': '29.50', 'humidity': '54.00'}
{'date': '2017-07-24 05:30', 'home': 'changnin', 'ch2o': 0.0403, 'temperature': '29.30', 'humidity': '45.40'}
{'date': '2017-07-24 06:00', 'home': 'changnin', 'ch2o': 0.0403, 'temperature': '28.50', 'humidity': '34.30'}
{'date': '2017-07-24 06:30', 'home': 'changnin', 'ch2o': 0.0383, 'temperature': '28.50', 'humidity': '34.10'}
{'date': '2017-07-24 07:00', 'home': 'changnin', 'ch2o': 0.038, 'temperature': '29.00', 'humidity': '56.10'}
{'date': '2017-07-24 07:30', 'home': 'changnin', 'ch2o': 0.0378, 'temperature': '29.00', 'humidity': '56.00'}
{'date': '2017-07-24 08:00', 'home': 'changnin', 'ch2o': 0.035, 'temperature': '29.30', 'humidity': '63.30'}
{'date': '2017-07-24 08:30', 'home': 'changnin', 'ch2o': 0.0345, 'temperature': '29.60', 'humidity': '69.40'}
{'date': '2017-07-24 09:00', 'home': 'changnin', 'ch2o': 0.0253, 'temperature': '29.50', 'humidity': '69.60'}
{'date': '2017-07-24 09:30', 'home': 'changnin', 'ch2o': 0.0274, 'temperature': '29.80', 'humidity': '68.20'}
{'date': '2017-07-24 10:00', 'home': 'changnin', 'ch2o': 0.0295, 'temperature': '29.80', 'humidity': '68.20'}
{'date': '2017-07-24 10:30', 'home': 'changnin', 'ch2o': 0.0215, 'temperature': '30.00', 'humidity': '61.20'}
{'date': '2017-07-24 11:00', 'home': 'changnin', 'ch2o': 0.0253, 'temperature': '30.10', 'humidity': '60.00'}
{'date': '2017-07-24 11:30', 'home': 'changnin', 'ch2o': 0.0385, 'temperature': '30.10', 'humidity': '60.00'}
{'date': '2017-07-24 12:00', 'home': 'changnin', 'ch2o': 0.0267, 'temperature': '30.40', 'humidity': '56.70'}
{'date': '2017-07-24 12:30', 'home': 'changnin', 'ch2o': 0.0209, 'temperature': '30.40', 'humidity': '54.00'}
{'date': '2017-07-24 13:00', 'home': 'changnin', 'ch2o': 0.0236, 'temperature': '30.40', 'humidity': '54.00'}
{'date': '2017-07-24 13:30', 'home': 'changnin', 'ch2o': 0.0224, 'temperature': '30.50', 'humidity': '52.10'}
{'date': '2017-07-24 14:00', 'home': 'changnin', 'ch2o': 0.0262, 'temperature': '30.60', 'humidity': '48.90'}
{'date': '2017-07-24 14:30', 'home': 'changnin', 'ch2o': 0.0189, 'temperature': '30.70', 'humidity': '48.40'}
{'date': '2017-07-24 15:00', 'home': 'changnin', 'ch2o': 0.0288, 'temperature': '30.90', 'humidity': '55.80'}
